customer_id,customer_unique_id,customer_city,customer_state,customer_segment
C00661,U00661,Kishoreganj,KIS,returning
C00662,U00662,Moulvibazar,MOU,returning
C00663,U00663,Sunamganj,SUN,returning
C00664,U00664,Netrokona,NET,returning
C00665,U00665,Dhaka,DHA,returning
C00666,U00666,Sherpur,SHE,returning
C00667,U00667,Jamalpur,JAM,returning
C00668,U00668,Magura,MAG,returning
C00669,U00669,Meherpur,MEH,returning
C00670,U00670,Natore,NAT,returning
C00671,U00671,Chittagong,CTG,returning
C00672,U00672,Naogaon,NAO,returning
C00673,U00673,Chapainawabganj,CHA,returning
C00674,U00674,Joypurhat,JOY,returning
C00675,U00675,Dhaka,DHA,high_value
C00676,U00676,Sylhet,SYL,high_value
C00677,U00677,Khulna,KHU,high_value
C00678,U00678,Rajshahi,RAJ,high_value
C00679,U00679,Chittagong,CTG,high_value
C00680,U00680,Barisal,BAR,high_value
C00681,U00681,Rangpur,RAN,high_value
C00682,U00682,Comilla,COM,high_value
C00683,U00683,Narayanganj,NAR,high_value
C00684,U00684,Gazipur,GAZ,high_value
C00685,U00685,Dhaka,DHA,high_value
C00686,U00686,Mymensingh,MYM,high_value
C00687,U00687,Bogura,BOG,high_value
C00688,U00688,Tangail,TAN,high_value
C00689,U00689,Cox's Bazar,COX,high_value
C00690,U00690,Chittagong,CTG,inactive
C00691,U00691,Faridpur,FAR,inactive
C00692,U00692,Jessore,JES,inactive
C00693,U00693,Pabna,PAB,inactive
C00694,U00694,Noakhali,NOA,inactive
C00695,U00695,Dhaka,DHA,inactive
C00696,U00696,Chandpur,CHA,inactive
C00697,U00697,Brahmanbaria,BRA,inactive
C00698,U00698,Savar,SAV,inactive
C00699,U00699,Munshiganj,MUN,inactive
C00700,U00700,Manikganj,MAN,inactive
C00701,U00701,Dhaka,DHA,new
C00702,U00702,Narsingdi,NAR,new
C00703,U00703,Dinajpur,DIN,new
C00704,U00704,Thakurgaon,THK,new
C00705,U00705,Chittagong,CTG,new
C00706,U00706,Habiganj,HAB,new
C00707,U00707,Kishoreganj,KIS,new
C00708,U00708,Moulvibazar,MOU,new
C00709,U00709,Sunamganj,SUN,new
C00710,U00710,Dhaka,DHA,new
C00711,U00711,Netrokona,NET,new
C00712,U00712,Sherpur,SHE,new
C00713,U00713,Jamalpur,JAM,new
C00714,U00714,Magura,MAG,new
C00715,U00715,Meherpur,MEH,new
C00716,U00716,Natore,NAT,new
C00717,U00717,Chittagong,CTG,new
C00718,U00718,Naogaon,NAO,new
C00719,U00719,Chapainawabganj,CHA,new
C00720,U00720,Dhaka,DHA,new
C00721,U00721,Joypurhat,JOY,new
C00722,U00722,Sylhet,SYL,new
C00723,U00723,Khulna,KHU,new
C00724,U00724,Rajshahi,RAJ,new
C00725,U00725,Barisal,BAR,new
C00726,U00726,Rangpur,RAN,new
C00727,U00727,Dhaka,DHA,new
C00728,U00728,Comilla,COM,new
C00729,U00729,Narayanganj,NAR,new
C00730,U00730,Gazipur,GAZ,returning
C00731,U00731,Mymensingh,MYM,returning
C00732,U00732,Bogura,BOG,returning
C00733,U00733,Tangail,TAN,returning
C00734,U00734,Chittagong,CTG,returning
C00735,U00735,Cox's Bazar,COX,returning
C00736,U00736,Faridpur,FAR,returning
C00737,U00737,Jessore,JES,returning
C00738,U00738,Pabna,PAB,returning
C00739,U00739,Noakhali,NOA,returning
C00740,U00740,Dhaka,DHA,returning
C00741,U00741,Chandpur,CHA,returning
C00742,U00742,Brahmanbaria,BRA,returning
C00743,U00743,Savar,SAV,returning
C00744,U00744,Munshiganj,MUN,returning
C00745,U00745,Manikganj,MAN,returning
C00746,U00746,Narsingdi,NAR,returning
C00747,U00747,Dhaka,DHA,returning
C00748,U00748,Dinajpur,DIN,returning
C00749,U00749,Thakurgaon,THK,returning
C00750,U00750,Habiganj,HAB,returning
C00751,U00751,Kishoreganj,KIS,returning
C00752,U00752,Chittagong,CTG,returning
C00753,U00753,Moulvibazar,MOU,returning
C00754,U00754,Sunamganj,SUN,returning
C00755,U00755,Netrokona,NET,returning
C00756,U00756,Dhaka,DHA,returning
C00757,U00757,Sherpur,SHE,returning
C00758,U00758,Jamalpur,JAM,returning
C00759,U00759,Magura,MAG,returning
C00760,U00760,Meherpur,MEH,returning
C00761,U00761,Natore,NAT,returning
C00762,U00762,Chittagong,CTG,returning
C00763,U00763,Naogaon,NAO,returning
C00764,U00764,Chapainawabganj,CHA,returning
C00765,U00765,Joypurhat,JOY,returning
C00766,U00766,Dhaka,DHA,returning
C00767,U00767,Sylhet,SYL,returning
C00768,U00768,Khulna,KHU,returning
C00769,U00769,Rajshahi,RAJ,returning
C00770,U00770,Barisal,BAR,returning
C00771,U00771,Chittagong,CTG,returning
C00772,U00772,Rangpur,RAN,returning
C00773,U00773,Comilla,COM,returning
C00774,U00774,Narayanganj,NAR,returning
C00775,U00775,Dhaka,DHA,high_value
C00776,U00776,Gazipur,GAZ,high_value
C00777,U00777,Mymensingh,MYM,high_value
C00778,U00778,Bogura,BOG,high_value
C00779,U00779,Tangail,TAN,high_value
C00780,U00780,Cox's Bazar,COX,high_value
C00781,U00781,Chittagong,CTG,high_value
C00782,U00782,Faridpur,FAR,high_value
C00783,U00783,Jessore,JES,high_value
C00784,U00784,Pabna,PAB,high_value
C00785,U00785,Noakhali,NOA,high_value
C00786,U00786,Chandpur,CHA,high_value
C00787,U00787,Dhaka,DHA,high_value
C00788,U00788,Brahmanbaria,BRA,high_value
C00789,U00789,Savar,SAV,high_value
C00790,U00790,Munshiganj,MUN,inactive
C00791,U00791,Manikganj,MAN,inactive
C00792,U00792,Narsingdi,NAR,inactive
C00793,U00793,Dinajpur,DIN,inactive
C00794,U00794,Dhaka,DHA,inactive
C00795,U00795,Thakurgaon,THK,inactive
C00796,U00796,Habiganj,HAB,inactive
C00797,U00797,Kishoreganj,KIS,inactive
C00798,U00798,Moulvibazar,MOU,inactive
C00799,U00799,Chittagong,CTG,inactive
C00800,U00800,Sunamganj,SUN,inactive
C00801,U00801,Dhaka,DHA,new
C00802,U00802,Netrokona,NET,new
C00803,U00803,Sherpur,SHE,new
C00804,U00804,Jamalpur,JAM,new
C00805,U00805,Magura,MAG,new
C00806,U00806,Meherpur,MEH,new
C00807,U00807,Chittagong,CTG,new
C00808,U00808,Natore,NAT,new
C00809,U00809,Naogaon,NAO,new
C00810,U00810,Chapainawabganj,CHA,new
C00811,U00811,Joypurhat,JOY,new
C00812,U00812,Dhaka,DHA,new
C00813,U00813,Sylhet,SYL,new
C00814,U00814,Khulna,KHU,new
C00815,U00815,Rajshahi,RAJ,new
C00816,U00816,Barisal,BAR,new
C00817,U00817,Rangpur,RAN,new
C00818,U00818,Comilla,COM,new
C00819,U00819,Dhaka,DHA,new
C00820,U00820,Narayanganj,NAR,new
C00821,U00821,Gazipur,GAZ,new
C00822,U00822,Mymensingh,MYM,new
C00823,U00823,Bogura,BOG,new
C00824,U00824,Tangail,TAN,new
C00825,U00825,Chittagong,CTG,new
C00826,U00826,Cox's Bazar,COX,new
C00827,U00827,Faridpur,FAR,new
C00828,U00828,Jessore,JES,new
C00829,U00829,Pabna,PAB,new
C00830,U00830,Dhaka,DHA,returning
C00831,U00831,Noakhali,NOA,returning
C00832,U00832,Chandpur,CHA,returning
C00833,U00833,Brahmanbaria,BRA,returning
C00834,U00834,Savar,SAV,returning
C00835,U00835,Munshiganj,MUN,returning
C00836,U00836,Dhaka,DHA,returning
C00837,U00837,Manikganj,MAN,returning
C00838,U00838,Narsingdi,NAR,returning
C00839,U00839,Dinajpur,DIN,returning
C00840,U00840,Thakurgaon,THK,returning
C00841,U00841,Habiganj,HAB,returning
C00842,U00842,Chittagong,CTG,returning
C00843,U00843,Kishoreganj,KIS,returning
C00844,U00844,Moulvibazar,MOU,returning
C00845,U00845,Sunamganj,SUN,returning
C00846,U00846,Netrokona,NET,returning
C00847,U00847,Dhaka,DHA,returning
C00848,U00848,Sherpur,SHE,returning
C00849,U00849,Jamalpur,JAM,returning
C00850,U00850,Magura,MAG,returning
C00851,U00851,Meherpur,MEH,returning
C00852,U00852,Natore,NAT,returning
C00853,U00853,Chittagong,CTG,returning
C00854,U00854,Naogaon,NAO,returning
C00855,U00855,Chapainawabganj,CHA,returning
C00856,U00856,Joypurhat,JOY,returning
C00857,U00857,Dhaka,DHA,returning
C00858,U00858,Sylhet,SYL,returning
C00859,U00859,Khulna,KHU,returning
C00860,U00860,Rajshahi,RAJ,returning
C00861,U00861,Barisal,BAR,returning
C00862,U00862,Chittagong,CTG,returning
C00863,U00863,Rangpur,RAN,returning
C00864,U00864,Comilla,COM,returning
C00865,U00865,Narayanganj,NAR,returning
C00866,U00866,Gazipur,GAZ,returning
C00867,U00867,Dhaka,DHA,returning
C00868,U00868,Mymensingh,MYM,returning
C00869,U00869,Bogura,BOG,returning
C00870,U00870,Tangail,TAN,returning
C00871,U00871,Cox's Bazar,COX,returning
C00872,U00872,Chittagong,CTG,returning
C00873,U00873,Faridpur,FAR,returning
C00874,U00874,Jessore,JES,returning
C00875,U00875,Pabna,PAB,high_value
C00876,U00876,Noakhali,NOA,high_value
C00877,U00877,Chandpur,CHA,high_value
C00878,U00878,Brahmanbaria,BRA,high_value
C00879,U00879,Dhaka,DHA,high_value
C00880,U00880,Savar,SAV,high_value
C00881,U00881,Munshiganj,MUN,high_value
C00882,U00882,Manikganj,MAN,high_value
C00883,U00883,Narsingdi,NAR,high_value
C00884,U00884,Dinajpur,DIN,high_value
C00885,U00885,Thakurgaon,THK,high_value
C00886,U00886,Chittagong,CTG,high_value
C00887,U00887,Habiganj,HAB,high_value
C00888,U00888,Kishoreganj,KIS,high_value
C00889,U00889,Moulvibazar,MOU,high_value
C00890,U00890,Sunamganj,SUN,inactive
C00891,U00891,Netrokona,NET,inactive
C00892,U00892,Dhaka,DHA,inactive
C00893,U00893,Sherpur,SHE,inactive
C00894,U00894,Jamalpur,JAM,inactive
C00895,U00895,Magura,MAG,inactive
C00896,U00896,Meherpur,MEH,inactive
C00897,U00897,Natore,NAT,inactive
C00898,U00898,Chittagong,CTG,inactive
C00899,U00899,Naogaon,NAO,inactive
C00900,U00900,Chapainawabganj,CHA,inactive
C00901,U00901,Dhaka,DHA,new
C00902,U00902,Joypurhat,JOY,new
C00903,U00903,Sylhet,SYL,new
C00904,U00904,Khulna,KHU,new
C00905,U00905,Chittagong,CTG,new
C00906,U00906,Rajshahi,RAJ,new
C00907,U00907,Barisal,BAR,new
C00908,U00908,Rangpur,RAN,new
C00909,U00909,Comilla,COM,new
C00910,U00910,Dhaka,DHA,new
C00911,U00911,Narayanganj,NAR,new
C00912,U00912,Gazipur,GAZ,new
C00913,U00913,Mymensingh,MYM,new
C00914,U00914,Bogura,BOG,new
C00915,U00915,Tangail,TAN,new
C00916,U00916,Cox's Bazar,COX,new
C00917,U00917,Chittagong,CTG,new
C00918,U00918,Faridpur,FAR,new
C00919,U00919,Jessore,JES,new
C00920,U00920,Pabna,PAB,new
C00921,U00921,Noakhali,NOA,new
C00922,U00922,Dhaka,DHA,new
C00923,U00923,Chandpur,CHA,new
C00924,U00924,Brahmanbaria,BRA,new
C00925,U00925,Savar,SAV,new
C00926,U00926,Munshiganj,MUN,new
C00927,U00927,Manikganj,MAN,new
C00928,U00928,Narsingdi,NAR,new
C00929,U00929,Dhaka,DHA,new
C00930,U00930,Dinajpur,DIN,returning
C00931,U00931,Thakurgaon,THK,returning
C00932,U00932,Habiganj,HAB,returning
C00933,U00933,Kishoreganj,KIS,returning
C00934,U00934,Chittagong,CTG,returning
C00935,U00935,Moulvibazar,MOU,returning
C00936,U00936,Sunamganj,SUN,returning
C00937,U00937,Netrokona,NET,returning
C00938,U00938,Dhaka,DHA,returning
C00939,U00939,Sherpur,SHE,returning
C00940,U00940,Jamalpur,JAM,returning
C00941,U00941,Magura,MAG,returning
C00942,U00942,Meherpur,MEH,returning
C00943,U00943,Natore,NAT,returning
C00944,U00944,Chittagong,CTG,returning
C00945,U00945,Naogaon,NAO,returning
C00946,U00946,Chapainawabganj,CHA,returning
C00947,U00947,Joypurhat,JOY,returning
C00948,U00948,Dhaka,DHA,returning
C00949,U00949,Sylhet,SYL,returning
C00950,U00950,Khulna,KHU,returning
C00951,U00951,Rajshahi,RAJ,returning
C00952,U00952,Barisal,BAR,returning
C00953,U00953,Chittagong,CTG,returning
C00954,U00954,Rangpur,RAN,returning
C00955,U00955,Comilla,COM,returning
C00956,U00956,Narayanganj,NAR,returning
C00957,U00957,Gazipur,GAZ,returning
C00958,U00958,Dhaka,DHA,returning
C00959,U00959,Mymensingh,MYM,returning
C00960,U00960,Bogura,BOG,returning
C00961,U00961,Tangail,TAN,returning
C00962,U00962,Cox's Bazar,COX,returning
C00963,U00963,Chittagong,CTG,returning
C00964,U00964,Faridpur,FAR,returning
C00965,U00965,Jessore,JES,returning
C00966,U00966,Pabna,PAB,returning
C00967,U00967,Noakhali,NOA,returning
C00968,U00968,Dhaka,DHA,returning
C00969,U00969,Chandpur,CHA,returning
C00970,U00970,Brahmanbaria,BRA,returning
C00971,U00971,Savar,SAV,returning
C00972,U00972,Munshiganj,MUN,returning
C00973,U00973,Dhaka,DHA,returning
C00974,U00974,Manikganj,MAN,returning
C00975,U00975,Narsingdi,NAR,high_value
C00976,U00976,Dinajpur,DIN,high_value
C00977,U00977,Thakurgaon,THK,high_value
C00978,U00978,Habiganj,HAB,high_value
C00979,U00979,Chittagong,CTG,high_value
C00980,U00980,Kishoreganj,KIS,high_value
C00981,U00981,Moulvibazar,MOU,high_value
C00982,U00982,Sunamganj,SUN,high_value
C00983,U00983,Netrokona,NET,high_value
C00984,U00984,Dhaka,DHA,high_value
C00985,U00985,Sherpur,SHE,high_value
C00986,U00986,Jamalpur,JAM,high_value
C00987,U00987,Magura,MAG,high_value
C00988,U00988,Meherpur,MEH,high_value
C00989,U00989,Chittagong,CTG,high_value
C00990,U00990,Natore,NAT,inactive
C00991,U00991,Naogaon,NAO,inactive
C00992,U00992,Chapainawabganj,CHA,inactive
C00993,U00993,Joypurhat,JOY,inactive
C00994,U00994,Dhaka,DHA,inactive
C00995,U00995,Sylhet,SYL,inactive
C00996,U00996,Khulna,KHU,inactive
C00997,U00997,Rajshahi,RAJ,inactive
C00998,U00998,Barisal,BAR,inactive
C00999,U00999,Rangpur,RAN,inactive
C01000,U01000,Comilla,COM,inactive
