order_id,order_item_id,product_id,seller_id,quantity,price_bdt,freight_value_bdt,shipping_limit_days
O001250,1,P0054,S0038,2,5022.80,37.57,4
O001251,1,P0071,S0009,3,13505.10,37.80,3
O001252,1,P0088,S0020,1,6903.50,38.03,2
O001253,1,P0005,S0031,2,13893.80,38.26,1
O001254,1,P0022,S0002,3,22096.20,38.49,10
O001255,1,P0039,S0013,1,3115.30,38.72,9
O001256,1,P0056,S0024,2,5579.80,38.95,8
O001257,1,P0073,S0035,3,9501.90,39.18,7
O001258,1,P0090,S0006,1,5790.80,39.41,6
O001258,2,P0093,S0013,3,7830.30,39.52,9
O001259,1,P0007,S0017,2,2276.40,39.64,5
O001259,2,P0010,S0024,1,5739.30,39.75,8
O001260,1,P0024,S0028,3,12143.40,39.87,4
O001260,2,P0027,S0035,2,5983.80,39.98,7
O001261,1,P0041,S0039,1,7477.10,40.10,3
O001261,2,P0044,S0006,3,1102.80,40.21,6
O001262,1,P0058,S0010,2,12397.00,40.33,2
O001263,1,P0075,S0021,3,1091.40,40.56,1
O001264,1,P0092,S0032,1,7371.20,40.79,10
O001265,1,P0009,S0003,2,10781.80,41.02,9
O001266,1,P0026,S0014,3,10192.20,41.25,8
O001267,1,P0043,S0025,1,4308.00,41.48,7
O001268,1,P0060,S0036,2,1418.60,41.71,6
O001269,1,P0077,S0007,3,8612.10,41.94,5
O001270,1,P0094,S0018,1,3935.00,42.17,4
O001271,1,P0011,S0029,2,6896.00,42.40,3
O001272,1,P0028,S0040,3,6904.50,42.63,2
O001272,2,P0031,S0007,2,11944.80,42.74,5
O001273,1,P0045,S0011,1,6027.20,42.86,1
O001273,2,P0048,S0018,3,21865.20,42.97,4
O001273,3,P0051,S0025,2,12374.00,43.08,7
O001273,4,P0054,S0032,1,2511.40,43.19,10
O001274,1,P0062,S0022,2,15434.00,43.09,10
O001274,2,P0065,S0029,1,6707.90,43.20,3
O001275,1,P0079,S0033,3,19341.90,43.32,9
O001275,2,P0082,S0040,2,8413.00,43.43,2
O001276,1,P0096,S0004,1,6005.70,43.55,8
O001277,1,P0013,S0015,2,9406.40,43.78,7
O001278,1,P0030,S0026,3,5087.40,44.01,6
O001279,1,P0047,S0037,1,4235.80,44.24,5
O001280,1,P0064,S0008,2,15352.40,44.47,4
O001281,1,P0081,S0019,3,8928.90,44.70,3
O001282,1,P0098,S0030,1,3524.20,44.93,2
O001282,2,P0001,S0037,3,3771.90,45.04,5
O001283,1,P0015,S0001,2,13822.20,45.16,1
O001284,1,P0032,S0012,3,11761.50,45.39,10
O001285,1,P0049,S0023,1,3640.80,45.62,9
O001286,1,P0066,S0034,2,16612.20,45.85,8
O001286,2,P0069,S0001,1,3199.70,45.96,1
O001287,1,P0083,S0005,3,16525.50,46.08,7
O001287,2,P0086,S0012,2,3869.20,46.19,10
O001288,1,P0100,S0016,1,4801.00,46.31,6
O001288,2,P0003,S0023,3,6395.70,46.42,9
O001289,1,P0017,S0027,2,15120.40,46.54,5
O001289,2,P0020,S0034,1,7368.00,46.65,8
O001290,1,P0034,S0038,3,1225.80,46.77,4
O001291,1,P0051,S0009,1,6187.00,47.00,3
O001291,2,P0054,S0016,3,7534.20,47.11,6
O001292,1,P0068,S0020,2,2462.00,47.23,2
O001293,1,P0085,S0031,3,25107.30,47.46,1
O001294,1,P0002,S0002,1,1185.30,47.69,10
O001295,1,P0019,S0013,2,4275.00,47.92,9
O001296,1,P0036,S0024,3,14234.40,48.15,8
O001297,1,P0053,S0035,1,5412.40,48.38,7
O001298,1,P0070,S0006,2,7195.00,48.61,6
O001299,1,P0087,S0017,3,17090.70,48.84,5
O001300,1,P0004,S0028,1,5646.60,49.07,4
O001300,2,P0007,S0035,3,3414.60,49.18,7
O001300,3,P0010,S0002,2,11478.60,49.29,10
O001301,1,P0021,S0039,2,1735.60,49.30,3
O001301,2,P0024,S0006,1,4047.80,49.41,6
O001302,1,P0038,S0010,3,12468.90,49.53,2
O001302,2,P0041,S0017,2,14954.20,49.64,5
O001303,1,P0055,S0021,1,1635.60,49.76,1
O001303,2,P0058,S0028,3,18595.50,49.87,4
O001304,1,P0072,S0032,2,10163.60,49.99,10
O001304,2,P0075,S0039,1,363.80,50.10,3
O001305,1,P0089,S0003,3,23482.20,50.22,9
O001306,1,P0006,S0014,1,2614.70,50.45,8
O001307,1,P0023,S0025,2,13228.20,50.68,7
O001308,1,P0040,S0036,3,12018.60,50.91,6
O001309,1,P0057,S0007,1,6400.70,51.14,5
O001310,1,P0074,S0018,2,6978.60,51.37,4
O001311,1,P0091,S0029,3,22860.00,51.60,3
O001312,1,P0008,S0040,1,4720.30,51.83,2
O001313,1,P0025,S0011,2,14889.40,52.06,1
O001314,1,P0042,S0022,3,16995.00,52.29,10
O001315,1,P0059,S0033,1,7728.50,52.52,9
O001315,2,P0062,S0040,3,23151.00,52.63,2
O001316,1,P0076,S0004,2,15708.60,52.75,8
O001316,2,P0079,S0011,1,6447.30,52.86,1
O001317,1,P0093,S0015,3,7830.30,52.98,7
O001317,2,P0096,S0022,2,12011.40,53.09,10
O001318,1,P0010,S0026,1,5739.30,53.21,6
O001318,2,P0013,S0033,3,14109.60,53.32,9
O001319,1,P0027,S0037,2,5983.80,53.44,5
O001320,1,P0044,S0008,3,1102.80,53.67,4
O001321,1,P0061,S0019,1,6391.00,53.90,3
O001322,1,P0078,S0030,2,9737.00,54.13,2
O001323,1,P0095,S0001,3,22884.60,54.36,1
O001324,1,P0012,S0012,1,2057.50,54.59,10
O001325,1,P0029,S0023,2,14001.20,54.82,9
O001326,1,P0046,S0034,3,24735.00,55.05,8
O001327,1,P0063,S0005,1,3852.80,55.28,7
O001328,1,P0080,S0016,2,5653.20,55.51,6
O001329,1,P0097,S0027,3,14316.90,55.74,5
O001329,2,P0100,S0034,2,9602.00,55.85,8
O001330,1,P0014,S0038,1,8414.60,55.97,4
O001330,2,P0017,S0005,3,22680.60,56.08,7
O001331,1,P0031,S0009,2,11944.80,56.20,3
O001331,2,P0034,S0016,1,408.60,56.31,6
O001332,1,P0048,S0020,3,21865.20,56.43,2
O001332,2,P0051,S0027,2,12374.00,56.54,5
O001333,1,P0065,S0031,1,6707.90,56.66,1
O001334,1,P0082,S0002,2,8413.00,56.89,10
O001335,1,P0099,S0013,3,8351.10,57.12,9
O001336,1,P0016,S0024,1,7492.40,57.35,8
O001337,1,P0033,S0035,2,1743.60,57.58,7
O001338,1,P0050,S0006,3,17122.80,57.81,6
O001339,1,P0067,S0017,1,7884.60,58.04,5
O001340,1,P0084,S0028,2,4361.60,58.27,4
O001340,2,P0087,S0035,1,5696.90,58.38,7
O001341,1,P0001,S0039,3,3771.90,58.50,3
O001342,1,P0018,S0010,1,6421.70,58.73,2
O001343,1,P0035,S0021,2,1855.00,58.96,1
O001343,2,P0038,S0028,1,4156.30,59.07,4
O001344,1,P0052,S0032,3,16832.40,59.19,10
O001344,2,P0055,S0039,2,3271.20,59.30,3
O001345,1,P0069,S0003,1,3199.70,59.42,9
O001345,2,P0072,S0010,3,15245.40,59.53,2
O001346,1,P0086,S0014,2,3869.20,59.65,8
O001346,2,P0089,S0021,1,7827.40,59.76,1
O001347,1,P0003,S0025,3,6395.70,59.88,7
O001347,2,P0006,S0032,2,5229.40,59.99,10
O001348,1,P0020,S0036,1,7368.00,60.11,6
O001349,1,P0037,S0007,2,3803.60,60.34,5
O001350,1,P0054,S0018,3,7534.20,60.57,4
O001351,1,P0071,S0029,1,4501.70,60.80,3
O001352,1,P0088,S0040,2,13807.00,61.03,2
O001353,1,P0005,S0011,3,20840.70,61.26,1
O001354,1,P0022,S0022,1,7365.40,61.49,10
O001355,1,P0039,S0033,2,6230.60,61.72,9
O001356,1,P0056,S0004,3,8369.70,61.95,8
O001357,1,P0073,S0015,1,3167.30,62.18,7
O001358,1,P0090,S0026,2,11581.60,62.41,6
O001358,2,P0093,S0033,1,2610.10,62.52,9
O001359,1,P0007,S0037,3,3414.60,62.64,5
O001359,2,P0010,S0004,2,11478.60,62.75,8
O001360,1,P0024,S0008,1,4047.80,62.87,4
O001360,2,P0027,S0015,3,8975.70,62.98,7
O001361,1,P0041,S0019,2,14954.20,63.10,3
O001361,2,P0044,S0026,1,367.60,63.21,6
O001362,1,P0058,S0030,3,18595.50,63.33,2
O001363,1,P0075,S0001,1,363.80,63.56,1
O001364,1,P0092,S0012,2,14742.40,63.79,10
O001365,1,P0009,S0023,3,16172.70,64.02,9
O001366,1,P0026,S0034,1,3397.40,64.25,8
O001367,1,P0043,S0005,2,8616.00,64.48,7
O001368,1,P0060,S0016,3,2127.90,64.71,6
O001369,1,P0077,S0027,1,2870.70,64.94,5
O001370,1,P0094,S0038,2,7870.00,65.17,4
O001371,1,P0011,S0009,3,10344.00,65.40,3
O001372,1,P0028,S0020,1,2301.50,65.63,2
O001372,2,P0031,S0027,3,17917.20,65.74,5
O001373,1,P0045,S0031,2,12054.40,65.86,1
O001373,2,P0048,S0038,1,7288.40,65.97,4
O001373,3,P0051,S0005,3,18561.00,66.08,7
O001374,1,P0062,S0002,3,23151.00,66.09,10
O001374,2,P0065,S0009,2,13415.80,66.20,3
O001375,1,P0079,S0013,1,6447.30,66.32,9
O001375,2,P0082,S0020,3,12619.50,66.43,2
O001376,1,P0096,S0024,2,12011.40,66.55,8
O001377,1,P0013,S0035,3,14109.60,66.78,7
O001378,1,P0030,S0006,1,1695.80,67.01,6
O001379,1,P0047,S0017,2,8471.60,67.24,5
O001380,1,P0064,S0028,3,23028.60,67.47,4
O001381,1,P0081,S0039,1,2976.30,67.70,3
O001382,1,P0098,S0010,2,7048.40,67.93,2
O001382,2,P0001,S0017,1,1257.30,68.04,5
O001383,1,P0015,S0021,3,20733.30,68.16,1
O001384,1,P0032,S0032,1,3920.50,68.39,10
O001385,1,P0049,S0003,2,7281.60,68.62,9
O001386,1,P0066,S0014,3,24918.30,68.85,8
O001386,2,P0069,S0021,2,6399.40,68.96,1
O001387,1,P0083,S0025,1,5508.50,69.08,7
O001387,2,P0086,S0032,3,5803.80,69.19,10
O001388,1,P0100,S0036,2,9602.00,69.31,6
O001388,2,P0003,S0003,1,2131.90,69.42,9
O001389,1,P0017,S0007,3,22680.60,69.54,5
O001389,2,P0020,S0014,2,14736.00,69.65,8
O001390,1,P0034,S0018,1,408.60,69.77,4
O001391,1,P0051,S0029,2,12374.00,70.00,3
O001391,2,P0054,S0036,1,2511.40,70.11,6
O001392,1,P0068,S0040,3,3693.00,70.23,2
O001393,1,P0085,S0011,1,8369.10,70.46,1
O001394,1,P0002,S0022,2,2370.60,70.69,10
O001395,1,P0019,S0033,3,6412.50,70.92,9
O001396,1,P0036,S0004,1,4744.80,71.15,8
O001397,1,P0053,S0015,2,10824.80,71.38,7
O001398,1,P0070,S0026,3,10792.50,71.61,6
O001399,1,P0087,S0037,1,5696.90,71.84,5
O001400,1,P0004,S0008,2,11293.20,72.07,4
O001400,2,P0007,S0015,1,1138.20,72.18,7
O001400,3,P0010,S0022,3,17217.90,72.29,10
O001401,1,P0021,S0019,3,2603.40,72.30,3
O001401,2,P0024,S0026,2,8095.60,72.41,6
O001402,1,P0038,S0030,1,4156.30,72.53,2
O001402,2,P0041,S0037,3,22431.30,72.64,5
O001403,1,P0055,S0001,2,3271.20,72.76,1
O001403,2,P0058,S0008,1,6198.50,72.87,4
O001404,1,P0072,S0012,3,15245.40,72.99,10
O001404,2,P0075,S0019,2,727.60,73.10,3
O001405,1,P0089,S0023,1,7827.40,73.22,9
O001406,1,P0006,S0034,2,5229.40,73.45,8
O001407,1,P0023,S0005,3,19842.30,73.68,7
O001407,2,P0026,S0012,2,6794.80,73.79,10
O001408,1,P0040,S0016,1,4006.20,73.91,6
O001409,1,P0057,S0027,2,12801.40,74.14,5
O001410,1,P0074,S0038,3,10467.90,74.37,4
O001411,1,P0091,S0009,1,7620.00,74.60,3
O001412,1,P0008,S0020,2,9440.60,74.83,2
O001413,1,P0025,S0031,3,22334.10,75.06,1
O001414,1,P0042,S0002,1,5665.00,75.29,10
O001415,1,P0059,S0013,2,15457.00,75.52,9
O001415,2,P0062,S0020,1,7717.00,75.63,2
O001416,1,P0076,S0024,3,23562.90,75.75,8
O001416,2,P0079,S0031,2,12894.60,75.86,1
O001417,1,P0093,S0035,1,2610.10,75.98,7
O001417,2,P0096,S0002,3,18017.10,76.09,10
O001418,1,P0010,S0006,2,11478.60,76.21,6
O001418,2,P0013,S0013,1,4703.20,76.32,9
O001419,1,P0027,S0017,3,8975.70,76.44,5
O001420,1,P0044,S0028,1,367.60,76.67,4
O001421,1,P0061,S0039,2,12782.00,76.90,3
O001422,1,P0078,S0010,3,14605.50,77.13,2
O001423,1,P0095,S0021,1,7628.20,77.36,1
O001424,1,P0012,S0032,2,4115.00,77.59,10
O001425,1,P0029,S0003,3,21001.80,77.82,9
O001426,1,P0046,S0014,1,8245.00,78.05,8
O001427,1,P0063,S0025,2,7705.60,78.28,7
O001428,1,P0080,S0036,3,8479.80,78.51,6
O001429,1,P0097,S0007,1,4772.30,78.74,5
O001429,2,P0100,S0014,3,14403.00,78.85,8
O001430,1,P0014,S0018,2,16829.20,78.97,4
O001430,2,P0017,S0025,1,7560.20,79.08,7
O001431,1,P0031,S0029,3,17917.20,79.20,3
O001431,2,P0034,S0036,2,817.20,79.31,6
O001432,1,P0048,S0040,1,7288.40,79.43,2
O001432,2,P0051,S0007,3,18561.00,79.54,5
O001433,1,P0065,S0011,2,13415.80,79.66,1
O001434,1,P0082,S0022,3,12619.50,79.89,10
O001435,1,P0099,S0033,1,2783.70,80.12,9
O001436,1,P0016,S0004,2,14984.80,80.35,8
O001437,1,P0033,S0015,3,2615.40,80.58,7
O001438,1,P0050,S0026,1,5707.60,80.81,6
O001439,1,P0067,S0037,2,15769.20,81.04,5
O001440,1,P0084,S0008,3,6542.40,81.27,4
O001441,1,P0001,S0019,1,1257.30,81.50,3
O001442,1,P0018,S0030,2,12843.40,81.73,2
O001443,1,P0035,S0001,3,2782.50,81.96,1
O001443,2,P0038,S0008,2,8312.60,82.07,4
O001444,1,P0052,S0012,1,5610.80,82.19,10
O001444,2,P0055,S0019,3,4906.80,82.30,3
O001445,1,P0069,S0023,2,6399.40,82.42,9
O001445,2,P0072,S0030,1,5081.80,82.53,2
O001446,1,P0086,S0034,3,5803.80,82.65,8
O001446,2,P0089,S0001,2,15654.80,82.76,1
O001447,1,P0003,S0005,1,2131.90,82.88,7
O001447,2,P0006,S0012,3,7844.10,82.99,10
O001448,1,P0020,S0016,2,14736.00,83.11,6
O001449,1,P0037,S0027,3,5705.40,83.34,5
O001450,1,P0054,S0038,1,2511.40,83.57,4
O001451,1,P0071,S0009,2,9003.40,83.80,3
O001452,1,P0088,S0020,3,20710.50,84.03,2
O001453,1,P0005,S0031,1,6946.90,84.26,1
O001454,1,P0022,S0002,2,14730.80,84.49,10
O001455,1,P0039,S0013,3,9345.90,84.72,9
O001456,1,P0056,S0024,1,2789.90,84.95,8
O001457,1,P0073,S0035,2,6334.60,85.18,7
O001458,1,P0090,S0006,3,17372.40,85.41,6
O001458,2,P0093,S0013,2,5220.20,85.52,9
O001459,1,P0007,S0017,1,1138.20,85.64,5
O001459,2,P0010,S0024,3,17217.90,85.75,8
O001460,1,P0024,S0028,2,8095.60,85.87,4
O001460,2,P0027,S0035,1,2991.90,85.98,7
O001461,1,P0041,S0039,3,22431.30,86.10,3
O001461,2,P0044,S0006,2,735.20,86.21,6
O001462,1,P0058,S0010,1,6198.50,86.33,2
O001463,1,P0075,S0021,2,727.60,86.56,1
O001464,1,P0092,S0032,3,22113.60,86.79,10
O001465,1,P0009,S0003,1,5390.90,87.02,9
O001466,1,P0026,S0014,2,6794.80,87.25,8
O001467,1,P0043,S0025,3,12924.00,87.48,7
O001468,1,P0060,S0036,1,709.30,87.71,6
O001469,1,P0077,S0007,2,5741.40,87.94,5
O001470,1,P0094,S0018,3,11805.00,88.17,4
O001471,1,P0011,S0029,1,3448.00,88.40,3
O001472,1,P0028,S0040,2,4603.00,88.63,2
O001472,2,P0031,S0007,1,5972.40,88.74,5
O001473,1,P0045,S0011,3,18081.60,88.86,1
O001473,2,P0048,S0018,2,14576.80,88.97,4
O001473,3,P0051,S0025,1,6187.00,89.08,7
O001474,1,P0062,S0022,1,7717.00,89.09,10
O001474,2,P0065,S0029,3,20123.70,89.20,3
O001474,3,P0068,S0036,2,2462.00,89.31,6
O001475,1,P0079,S0033,2,12894.60,89.32,9
O001475,2,P0082,S0040,1,4206.50,89.43,2
O001476,1,P0096,S0004,3,18017.10,89.55,8
O001477,1,P0013,S0015,1,4703.20,89.78,7
O001478,1,P0030,S0026,2,3391.60,90.01,6
O001479,1,P0047,S0037,3,12707.40,90.24,5
O001480,1,P0064,S0008,1,7676.20,90.47,4
O001481,1,P0081,S0019,2,5952.60,90.70,3
O001482,1,P0098,S0030,3,10572.60,90.93,2
O001482,2,P0001,S0037,2,2514.60,91.04,5
O001483,1,P0015,S0001,1,6911.10,91.16,1
O001484,1,P0032,S0012,2,7841.00,91.39,10
O001485,1,P0049,S0023,3,10922.40,91.62,9
O001486,1,P0066,S0034,1,8306.10,91.85,8
O001486,2,P0069,S0001,3,9599.10,91.96,1
O001487,1,P0083,S0005,2,11017.00,92.08,7
O001487,2,P0086,S0012,1,1934.60,92.19,10
O001488,1,P0100,S0016,3,14403.00,92.31,6
O001488,2,P0003,S0023,2,4263.80,92.42,9
O001489,1,P0017,S0027,1,7560.20,92.54,5
O001489,2,P0020,S0034,3,22104.00,92.65,8
O001490,1,P0034,S0038,2,817.20,92.77,4
O001491,1,P0051,S0009,3,18561.00,93.00,3
O001491,2,P0054,S0016,2,5022.80,93.11,6
O001492,1,P0068,S0020,1,1231.00,93.23,2
O001493,1,P0085,S0031,2,16738.20,93.46,1
O001494,1,P0002,S0002,3,3555.90,93.69,10
O001495,1,P0019,S0013,1,2137.50,93.92,9
O001496,1,P0036,S0024,2,9489.60,94.15,8
O001497,1,P0053,S0035,3,16237.20,94.38,7
O001498,1,P0070,S0006,1,3597.50,94.61,6
O001499,1,P0087,S0017,2,11393.80,94.84,5
O001500,1,P0004,S0028,3,16939.80,95.07,4
O001500,2,P0007,S0035,2,2276.40,95.18,7
O001500,3,P0010,S0002,1,5739.30,95.29,10
O001501,1,P0021,S0039,1,867.80,95.30,3
O001501,2,P0024,S0006,3,12143.40,95.41,6
O001502,1,P0038,S0010,2,8312.60,95.53,2
O001502,2,P0041,S0017,1,7477.10,95.64,5
O001503,1,P0055,S0021,3,4906.80,95.76,1
O001503,2,P0058,S0028,2,12397.00,95.87,4
O001504,1,P0072,S0032,1,5081.80,95.99,10
O001504,2,P0075,S0039,3,1091.40,96.10,3
O001505,1,P0089,S0003,2,15654.80,96.22,9
O001506,1,P0006,S0014,3,7844.10,96.45,8
O001507,1,P0023,S0025,1,6614.10,96.68,7
O001508,1,P0040,S0036,2,8012.40,96.91,6
O001509,1,P0057,S0007,3,19202.10,97.14,5
O001510,1,P0074,S0018,1,3489.30,97.37,4
O001511,1,P0091,S0029,2,15240.00,97.60,3
O001512,1,P0008,S0040,3,14160.90,97.83,2
O001513,1,P0025,S0011,1,7444.70,98.06,1
O001514,1,P0042,S0022,2,11330.00,98.29,10
O001515,1,P0059,S0033,3,23185.50,98.52,9
O001515,2,P0062,S0040,2,15434.00,98.63,2
O001516,1,P0076,S0004,1,7854.30,98.75,8
O001516,2,P0079,S0011,3,19341.90,98.86,1
O001517,1,P0093,S0015,2,5220.20,98.98,7
O001517,2,P0096,S0022,1,6005.70,99.09,10
O001518,1,P0010,S0026,3,17217.90,99.21,6
O001518,2,P0013,S0033,2,9406.40,99.32,9
O001519,1,P0027,S0037,1,2991.90,99.44,5
O001520,1,P0044,S0008,2,735.20,99.67,4
O001521,1,P0061,S0019,3,19173.00,99.90,3
O001522,1,P0078,S0030,1,4868.50,30.12,2
O001523,1,P0095,S0001,2,15256.40,30.35,1
O001524,1,P0012,S0012,3,6172.50,30.58,10
O001525,1,P0029,S0023,1,7000.60,30.81,9
O001526,1,P0046,S0034,2,16490.00,31.04,8
O001527,1,P0063,S0005,3,11558.40,31.27,7
O001528,1,P0080,S0016,1,2826.60,31.50,6
O001529,1,P0097,S0027,2,9544.60,31.73,5
O001529,2,P0100,S0034,1,4801.00,31.84,8
O001530,1,P0014,S0038,3,25243.80,31.96,4
O001530,2,P0017,S0005,2,15120.40,32.07,7
O001531,1,P0031,S0009,1,5972.40,32.19,3
O001531,2,P0034,S0016,3,1225.80,32.30,6
O001532,1,P0048,S0020,2,14576.80,32.42,2
O001532,2,P0051,S0027,1,6187.00,32.53,5
O001533,1,P0065,S0031,3,20123.70,32.65,1
O001534,1,P0082,S0002,1,4206.50,32.88,10
O001535,1,P0099,S0013,2,5567.40,33.11,9
O001536,1,P0016,S0024,3,22477.20,33.34,8
O001537,1,P0033,S0035,1,871.80,33.57,7
O001538,1,P0050,S0006,2,11415.20,33.80,6
O001539,1,P0067,S0017,3,23653.80,34.03,5
O001540,1,P0084,S0028,1,2180.80,34.26,4
O001541,1,P0001,S0039,2,2514.60,34.49,3
O001541,2,P0004,S0006,1,5646.60,34.60,6
O001542,1,P0018,S0010,3,19265.10,34.72,2
O001543,1,P0035,S0021,1,927.50,34.95,1
O001543,2,P0038,S0028,3,12468.90,35.06,4
O001544,1,P0052,S0032,2,11221.60,35.18,10
O001544,2,P0055,S0039,1,1635.60,35.29,3
O001545,1,P0069,S0003,3,9599.10,35.41,9
O001545,2,P0072,S0010,2,10163.60,35.52,2
O001546,1,P0086,S0014,1,1934.60,35.64,8
O001546,2,P0089,S0021,3,23482.20,35.75,1
O001547,1,P0003,S0025,2,4263.80,35.87,7
O001547,2,P0006,S0032,1,2614.70,35.98,10
O001548,1,P0020,S0036,3,22104.00,36.10,6
O001549,1,P0037,S0007,1,1901.80,36.33,5
O001550,1,P0054,S0018,2,5022.80,36.56,4
O001551,1,P0071,S0029,3,13505.10,36.79,3
O001552,1,P0088,S0040,1,6903.50,37.02,2
O001553,1,P0005,S0011,2,13893.80,37.25,1
O001554,1,P0022,S0022,3,22096.20,37.48,10
O001555,1,P0039,S0033,1,3115.30,37.71,9
O001556,1,P0056,S0004,2,5579.80,37.94,8
O001557,1,P0073,S0015,3,9501.90,38.17,7
O001558,1,P0090,S0026,1,5790.80,38.40,6
O001558,2,P0093,S0033,3,7830.30,38.51,9
O001559,1,P0007,S0037,2,2276.40,38.63,5
O001559,2,P0010,S0004,1,5739.30,38.74,8
O001560,1,P0024,S0008,3,12143.40,38.86,4
O001560,2,P0027,S0015,2,5983.80,38.97,7
O001561,1,P0041,S0019,1,7477.10,39.09,3
O001561,2,P0044,S0026,3,1102.80,39.20,6
O001562,1,P0058,S0030,2,12397.00,39.32,2
O001563,1,P0075,S0001,3,1091.40,39.55,1
O001564,1,P0092,S0012,1,7371.20,39.78,10
O001565,1,P0009,S0023,2,10781.80,40.01,9
O001566,1,P0026,S0034,3,10192.20,40.24,8
O001567,1,P0043,S0005,1,4308.00,40.47,7
O001568,1,P0060,S0016,2,1418.60,40.70,6
O001569,1,P0077,S0027,3,8612.10,40.93,5
O001570,1,P0094,S0038,1,3935.00,41.16,4
O001571,1,P0011,S0009,2,6896.00,41.39,3
O001572,1,P0028,S0020,3,6904.50,41.62,2
O001572,2,P0031,S0027,2,11944.80,41.73,5
O001573,1,P0045,S0031,1,6027.20,41.85,1
O001573,2,P0048,S0038,3,21865.20,41.96,4
O001573,3,P0051,S0005,2,12374.00,42.07,7
O001574,1,P0062,S0002,2,15434.00,42.08,10
O001574,2,P0065,S0009,1,6707.90,42.19,3
O001575,1,P0079,S0013,3,19341.90,42.31,9
O001575,2,P0082,S0020,2,8413.00,42.42,2
O001576,1,P0096,S0024,1,6005.70,42.54,8
O001577,1,P0013,S0035,2,9406.40,42.77,7
O001578,1,P0030,S0006,3,5087.40,43.00,6
O001579,1,P0047,S0017,1,4235.80,43.23,5
O001580,1,P0064,S0028,2,15352.40,43.46,4
O001581,1,P0081,S0039,3,8928.90,43.69,3
O001582,1,P0098,S0010,1,3524.20,43.92,2
O001582,2,P0001,S0017,3,3771.90,44.03,5
O001583,1,P0015,S0021,2,13822.20,44.15,1
O001584,1,P0032,S0032,3,11761.50,44.38,10
O001585,1,P0049,S0003,1,3640.80,44.61,9
O001586,1,P0066,S0014,2,16612.20,44.84,8
O001586,2,P0069,S0021,1,3199.70,44.95,1
O001587,1,P0083,S0025,3,16525.50,45.07,7
O001587,2,P0086,S0032,2,3869.20,45.18,10
O001588,1,P0100,S0036,1,4801.00,45.30,6
O001588,2,P0003,S0003,3,6395.70,45.41,9
O001589,1,P0017,S0007,2,15120.40,45.53,5
O001589,2,P0020,S0014,1,7368.00,45.64,8
O001590,1,P0034,S0018,3,1225.80,45.76,4
O001591,1,P0051,S0029,1,6187.00,45.99,3
O001591,2,P0054,S0036,3,7534.20,46.10,6
O001592,1,P0068,S0040,2,2462.00,46.22,2
O001593,1,P0085,S0011,3,25107.30,46.45,1
O001594,1,P0002,S0022,1,1185.30,46.68,10
O001595,1,P0019,S0033,2,4275.00,46.91,9
O001596,1,P0036,S0004,3,14234.40,47.14,8
O001597,1,P0053,S0015,1,5412.40,47.37,7
O001598,1,P0070,S0026,2,7195.00,47.60,6
O001599,1,P0087,S0037,3,17090.70,47.83,5
O001600,1,P0004,S0008,1,5646.60,48.06,4
O001600,2,P0007,S0015,3,3414.60,48.17,7
O001600,3,P0010,S0022,2,11478.60,48.28,10
O001601,1,P0021,S0019,2,1735.60,48.29,3
O001601,2,P0024,S0026,1,4047.80,48.40,6
O001602,1,P0038,S0030,3,12468.90,48.52,2
O001602,2,P0041,S0037,2,14954.20,48.63,5
O001603,1,P0055,S0001,1,1635.60,48.75,1
O001603,2,P0058,S0008,3,18595.50,48.86,4
O001604,1,P0072,S0012,2,10163.60,48.98,10
O001604,2,P0075,S0019,1,363.80,49.09,3
O001605,1,P0089,S0023,3,23482.20,49.21,9
O001606,1,P0006,S0034,1,2614.70,49.44,8
O001607,1,P0023,S0005,2,13228.20,49.67,7
O001608,1,P0040,S0016,3,12018.60,49.90,6
O001608,2,P0043,S0023,2,8616.00,50.01,9
O001609,1,P0057,S0027,1,6400.70,50.13,5
O001610,1,P0074,S0038,2,6978.60,50.36,4
O001611,1,P0091,S0009,3,22860.00,50.59,3
O001612,1,P0008,S0020,1,4720.30,50.82,2
O001613,1,P0025,S0031,2,14889.40,51.05,1
O001614,1,P0042,S0002,3,16995.00,51.28,10
O001615,1,P0059,S0013,1,7728.50,51.51,9
O001615,2,P0062,S0020,3,23151.00,51.62,2
O001616,1,P0076,S0024,2,15708.60,51.74,8
O001616,2,P0079,S0031,1,6447.30,51.85,1
O001617,1,P0093,S0035,3,7830.30,51.97,7
O001617,2,P0096,S0002,2,12011.40,52.08,10
O001618,1,P0010,S0006,1,5739.30,52.20,6
O001618,2,P0013,S0013,3,14109.60,52.31,9
O001619,1,P0027,S0017,2,5983.80,52.43,5
O001620,1,P0044,S0028,3,1102.80,52.66,4
O001621,1,P0061,S0039,1,6391.00,52.89,3
O001622,1,P0078,S0010,2,9737.00,53.12,2
O001623,1,P0095,S0021,3,22884.60,53.35,1
O001624,1,P0012,S0032,1,2057.50,53.58,10
O001625,1,P0029,S0003,2,14001.20,53.81,9
O001626,1,P0046,S0014,3,24735.00,54.04,8
O001627,1,P0063,S0025,1,3852.80,54.27,7
O001628,1,P0080,S0036,2,5653.20,54.50,6
O001629,1,P0097,S0007,3,14316.90,54.73,5
O001629,2,P0100,S0014,2,9602.00,54.84,8
O001630,1,P0014,S0018,1,8414.60,54.96,4
O001630,2,P0017,S0025,3,22680.60,55.07,7
O001631,1,P0031,S0029,2,11944.80,55.19,3
