order_id,payment_sequential,payment_type,payment_installments,payment_value_bdt
O000764,1,bkash,5,2168.84
O000765,1,nagad,4,2305.15
O000766,1,nagad,3,2442.46
O000767,1,cash_on_delivery,1,2579.77
O000768,1,cash_on_delivery,1,2716.08
O000769,1,bank_transfer,6,2853.39
O000770,1,bkash,5,2990.70
O000771,1,bkash,4,3127.01
O000772,1,bkash,3,3264.32
O000773,1,nagad,2,3401.63
O000774,1,nagad,1,3538.94
O000775,1,cash_on_delivery,1,3675.25
O000776,1,credit_card,5,3812.56
O000777,1,bkash,4,3949.87
O000778,1,bkash,3,4086.18
O000779,1,bkash,2,4223.49
O000780,1,nagad,1,4360.80
O000781,1,nagad,6,4497.11
O000782,1,cash_on_delivery,1,4634.42
O000783,1,cash_on_delivery,1,4771.73
O000784,1,credit_card,3,4908.04
O000785,1,bkash,2,5045.35
O000786,1,bkash,1,5182.66
O000787,1,bkash,6,5319.97
O000788,1,nagad,5,5456.28
O000789,1,nagad,4,5593.59
O000790,1,cash_on_delivery,1,5730.90
O000791,1,cash_on_delivery,1,5867.21
O000792,1,bank_transfer,1,6004.52
O000793,1,bkash,6,6141.83
O000794,1,bkash,5,6278.14
O000795,1,bkash,4,6415.45
O000796,1,nagad,3,6552.76
O000797,1,nagad,2,6689.07
O000798,1,cash_on_delivery,1,6826.38
O000799,1,credit_card,6,6963.69
O000800,1,bkash,5,7100.00
O000801,1,bkash,4,7237.31
O000802,1,bkash,3,7374.62
O000803,1,bkash,2,7511.93
O000804,1,nagad,1,7648.24
O000805,1,cash_on_delivery,1,7785.55
O000806,1,cash_on_delivery,1,7922.86
O000807,1,credit_card,4,8059.17
O000808,1,bkash,3,8196.48
O000809,1,bkash,2,8333.79
O000810,1,bkash,1,8470.10
O000811,1,nagad,6,8607.41
O000812,1,nagad,5,8744.72
O000813,1,cash_on_delivery,1,8881.03
O000814,1,cash_on_delivery,1,9018.34
O000815,1,bank_transfer,2,9155.65
O000816,1,bkash,1,9292.96
O000817,1,bkash,6,9429.27
O000818,1,bkash,5,1566.58
O000819,1,nagad,4,1703.89
O000820,1,nagad,3,1840.20
O000821,1,cash_on_delivery,1,1977.51
O000822,1,credit_card,1,2114.82
O000823,1,bank_transfer,6,2251.13
O000824,1,bkash,5,2388.44
O000825,1,bkash,4,2525.75
O000826,1,bkash,3,2662.06
O000827,1,nagad,2,2799.37
O000828,1,nagad,1,2936.68
O000829,1,cash_on_delivery,1,3073.99
O000830,1,credit_card,5,3210.30
O000831,1,bkash,4,3347.61
O000832,1,bkash,3,3484.92
O000833,1,bkash,2,3621.23
O000834,1,nagad,1,3758.54
O000835,1,nagad,6,3895.85
O000836,1,cash_on_delivery,1,4032.16
O000837,1,cash_on_delivery,1,4169.47
O000838,1,credit_card,3,4306.78
O000839,1,bkash,2,4443.09
O000840,1,bkash,1,4580.40
O000841,1,bkash,6,4717.71
O000842,1,nagad,5,4854.02
O000843,1,nagad,4,4991.33
O000844,1,cash_on_delivery,1,5128.64
O000845,1,credit_card,2,5265.95
O000846,1,bank_transfer,1,5402.26
O000847,1,bkash,6,5539.57
O000848,1,bkash,5,5676.88
O000849,1,bkash,4,5813.19
O000850,1,nagad,3,5950.50
O000851,1,nagad,2,6087.81
O000852,1,cash_on_delivery,1,6224.12
O000853,1,credit_card,6,6361.43
O000854,1,bkash,5,6498.74
O000855,1,bkash,4,6635.05
O000856,1,bkash,3,6772.36
O000857,1,nagad,2,6909.67
O000858,1,nagad,1,7046.98
O000859,1,cash_on_delivery,1,7183.29
O000860,1,cash_on_delivery,1,7320.60
O000861,1,credit_card,4,7457.91
O000862,1,bkash,3,7594.22
O000863,1,bkash,2,7731.53
O000864,1,bkash,1,7868.84
O000865,1,nagad,6,8005.15
O000866,1,nagad,5,8142.46
O000867,1,cash_on_delivery,1,8279.77
O000868,1,cash_on_delivery,1,8416.08
O000869,1,bank_transfer,2,8553.39
O000870,1,bkash,1,8690.70
O000871,1,bkash,6,8827.01
O000872,1,bkash,5,8964.32
O000873,1,nagad,4,9101.63
O000874,1,nagad,3,9238.94
O000875,1,cash_on_delivery,1,9375.25
O000876,1,credit_card,1,1512.56
O000877,1,bkash,6,1649.87
O000878,1,bkash,5,1786.18
O000879,1,bkash,4,1923.49
O000880,1,nagad,3,2060.80
O000881,1,nagad,2,2197.11
O000882,1,cash_on_delivery,1,2334.42
O000883,1,cash_on_delivery,1,2471.73
O000884,1,credit_card,5,2608.04
O000885,1,bkash,4,2745.35
O000886,1,bkash,3,2882.66
O000887,1,bkash,2,3019.97
O000888,1,nagad,1,3156.28
O000889,1,nagad,6,3293.59
O000890,1,cash_on_delivery,1,3430.90
O000891,1,cash_on_delivery,1,3567.21
O000892,1,bank_transfer,3,3704.52
O000893,1,bkash,2,3841.83
O000894,1,bkash,1,3978.14
O000895,1,bkash,6,4115.45
O000896,1,nagad,5,4252.76
O000897,1,nagad,4,4389.07
O000898,1,cash_on_delivery,1,4526.38
O000899,1,credit_card,2,4663.69
O000900,1,bkash,1,4800.00
O000901,1,bkash,6,4937.31
O000902,1,bkash,5,5074.62
O000903,1,bkash,4,5211.93
O000904,1,nagad,3,5348.24
O000905,1,cash_on_delivery,1,5485.55
O000906,1,cash_on_delivery,1,5622.86
O000907,1,credit_card,6,5759.17
O000908,1,bkash,5,5896.48
O000909,1,bkash,4,6033.79
O000910,1,bkash,3,6170.10
O000911,1,nagad,2,6307.41
O000912,1,nagad,1,6444.72
O000913,1,cash_on_delivery,1,6581.03
O000914,1,cash_on_delivery,1,6718.34
O000915,1,bank_transfer,4,6855.65
O000916,1,bkash,3,6992.96
O000917,1,bkash,2,7129.27
O000918,1,bkash,1,7266.58
O000919,1,nagad,6,7403.89
O000920,1,nagad,5,7540.20
O000921,1,cash_on_delivery,1,7677.51
O000922,1,credit_card,3,7814.82
O000923,1,bank_transfer,2,7951.13
O000924,1,bkash,1,8088.44
O000925,1,bkash,6,8225.75
O000926,1,bkash,5,8362.06
O000927,1,nagad,4,8499.37
O000928,1,nagad,3,8636.68
O000929,1,cash_on_delivery,1,8773.99
O000930,1,credit_card,1,8910.30
O000931,1,bkash,6,9047.61
O000932,1,bkash,5,9184.92
O000933,1,bkash,4,9321.23
O000934,1,nagad,3,9458.54
O000935,1,nagad,2,1595.85
O000936,1,cash_on_delivery,1,1732.16
O000937,1,cash_on_delivery,1,1869.47
O000938,1,credit_card,5,2006.78
O000939,1,bkash,4,2143.09
O000940,1,bkash,3,2280.40
O000941,1,bkash,2,2417.71
O000942,1,nagad,1,2554.02
O000943,1,nagad,6,2691.33
O000944,1,cash_on_delivery,1,2828.64
O000945,1,credit_card,4,2965.95
O000946,1,bank_transfer,3,3102.26
O000947,1,bkash,2,3239.57
O000948,1,bkash,1,3376.88
O000949,1,bkash,6,3513.19
O000950,1,nagad,5,3650.50
O000951,1,nagad,4,3787.81
O000952,1,cash_on_delivery,1,3924.12
O000953,1,credit_card,2,4061.43
O000954,1,bkash,1,4198.74
O000955,1,bkash,6,4335.05
O000956,1,bkash,5,4472.36
O000957,1,nagad,4,4609.67
O000958,1,nagad,3,4746.98
O000959,1,cash_on_delivery,1,4883.29
O000960,1,cash_on_delivery,1,5020.60
O000961,1,credit_card,6,5157.91
O000962,1,bkash,5,5294.22
O000963,1,bkash,4,5431.53
O000964,1,bkash,3,5568.84
O000965,1,nagad,2,5705.15
O000966,1,nagad,1,5842.46
O000967,1,cash_on_delivery,1,5979.77
O000968,1,cash_on_delivery,1,6116.08
O000969,1,bank_transfer,4,6253.39
O000970,1,bkash,3,6390.70
O000971,1,bkash,2,6527.01
O000972,1,bkash,1,6664.32
O000973,1,nagad,6,6801.63
O000974,1,nagad,5,6938.94
O000975,1,cash_on_delivery,1,7075.25
O000976,1,credit_card,3,7212.56
O000977,1,bkash,2,7349.87
O000978,1,bkash,1,7486.18
O000979,1,bkash,6,7623.49
O000980,1,nagad,5,7760.80
O000981,1,nagad,4,7897.11
O000982,1,cash_on_delivery,1,8034.42
O000983,1,cash_on_delivery,1,8171.73
O000984,1,credit_card,1,8308.04
O000985,1,bkash,6,8445.35
O000986,1,bkash,5,8582.66
O000987,1,bkash,4,8719.97
O000988,1,nagad,3,8856.28
O000989,1,nagad,2,8993.59
O000990,1,cash_on_delivery,1,9130.90
O000991,1,cash_on_delivery,1,9267.21
O000992,1,bank_transfer,5,9404.52
O000993,1,bkash,4,1541.83
O000994,1,bkash,3,1678.14
O000995,1,bkash,2,1815.45
O000996,1,nagad,1,1952.76
O000997,1,nagad,6,2089.07
O000998,1,cash_on_delivery,1,2226.38
O000999,1,credit_card,4,2363.69
O001000,1,bkash,3,2500.00
O001001,1,bkash,2,2637.31
O001002,1,bkash,1,2774.62
O001003,1,bkash,6,2911.93
O001004,1,nagad,5,3048.24
O001005,1,cash_on_delivery,1,3185.55
O001006,1,cash_on_delivery,1,3322.86
O001007,1,credit_card,2,3459.17
O001008,1,bkash,1,3596.48
O001009,1,bkash,6,3733.79
O001010,1,bkash,5,3870.10
O001011,1,nagad,4,4007.41
O001012,1,nagad,3,4144.72
O001013,1,cash_on_delivery,1,4281.03
O001014,1,cash_on_delivery,1,4418.34
O001015,1,bank_transfer,6,4555.65
O001016,1,bkash,5,4692.96
O001017,1,bkash,4,4829.27
O001018,1,bkash,3,4966.58
O001019,1,nagad,2,5103.89
O001020,1,nagad,1,5240.20
O001021,1,cash_on_delivery,1,5377.51
O001022,1,credit_card,5,5514.82
O001023,1,bank_transfer,4,5651.13
O001024,1,bkash,3,5788.44
O001025,1,bkash,2,5925.75
O001026,1,bkash,1,6062.06
O001027,1,nagad,6,6199.37
O001028,1,nagad,5,6336.68
O001029,1,cash_on_delivery,1,6473.99
O001030,1,credit_card,3,6610.30
O001031,1,bkash,2,6747.61
O001032,1,bkash,1,6884.92
O001033,1,bkash,6,7021.23
O001034,1,nagad,5,7158.54
O001035,1,nagad,4,7295.85
O001036,1,cash_on_delivery,1,7432.16
O001037,1,cash_on_delivery,1,7569.47
O001038,1,credit_card,1,7706.78
O001039,1,bkash,6,7843.09
O001040,1,bkash,5,7980.40
O001041,1,bkash,4,8117.71
O001042,1,nagad,3,8254.02
O001043,1,nagad,2,8391.33
O001044,1,cash_on_delivery,1,8528.64
O001045,1,credit_card,6,8665.95
O001046,1,bank_transfer,5,8802.26
O001047,1,bkash,4,8939.57
O001048,1,bkash,3,9076.88
O001049,1,bkash,2,9213.19
O001050,1,nagad,1,9350.50
O001051,1,nagad,6,9487.81
O001052,1,cash_on_delivery,1,1624.12
O001053,1,credit_card,4,1761.43
O001054,1,bkash,3,1898.74
O001055,1,bkash,2,2035.05
O001056,1,bkash,1,2172.36
O001057,1,nagad,6,2309.67
O001058,1,nagad,5,2446.98
O001059,1,cash_on_delivery,1,2583.29
O001060,1,cash_on_delivery,1,2720.60
O001061,1,credit_card,2,2857.91
O001062,1,bkash,1,2994.22
O001063,1,bkash,6,3131.53
O001064,1,bkash,5,3268.84
O001065,1,nagad,4,3405.15
O001066,1,nagad,3,3542.46
O001067,1,cash_on_delivery,1,3679.77
O001068,1,cash_on_delivery,1,3816.08
O001069,1,bank_transfer,6,3953.39
O001070,1,bkash,5,4090.70
O001071,1,bkash,4,4227.01
O001072,1,bkash,3,4364.32
O001073,1,nagad,2,4501.63
O001074,1,nagad,1,4638.94
O001075,1,cash_on_delivery,1,4775.25
O001076,1,credit_card,5,4912.56
O001077,1,bkash,4,5049.87
O001078,1,bkash,3,5186.18
O001079,1,bkash,2,5323.49
O001080,1,nagad,1,5460.80
O001081,1,nagad,6,5597.11
O001082,1,cash_on_delivery,1,5734.42
O001083,1,cash_on_delivery,1,5871.73
O001084,1,credit_card,3,6008.04
O001085,1,bkash,2,6145.35
O001086,1,bkash,1,6282.66
O001087,1,bkash,6,6419.97
O001088,1,nagad,5,6556.28
O001089,1,nagad,4,6693.59
O001090,1,cash_on_delivery,1,6830.90
O001091,1,cash_on_delivery,1,6967.21
O001092,1,bank_transfer,1,7104.52
O001093,1,bkash,6,7241.83
O001094,1,bkash,5,7378.14
O001095,1,bkash,4,7515.45
O001096,1,nagad,3,7652.76
O001097,1,nagad,2,7789.07
O001098,1,cash_on_delivery,1,7926.38
O001099,1,credit_card,6,8063.69
O001100,1,bkash,5,8200.00
O001101,1,bkash,4,8337.31
O001102,1,bkash,3,8474.62
O001103,1,bkash,2,8611.93
O001104,1,nagad,1,8748.24
O001105,1,cash_on_delivery,1,8885.55
O001106,1,cash_on_delivery,1,9022.86
O001107,1,credit_card,4,9159.17
O001108,1,bkash,3,9296.48
O001109,1,bkash,2,9433.79
O001110,1,bkash,1,1570.10
O001111,1,nagad,6,1707.41
O001112,1,nagad,5,1844.72
O001113,1,cash_on_delivery,1,1981.03
O001114,1,cash_on_delivery,1,2118.34
O001115,1,bank_transfer,2,2255.65
O001116,1,bkash,1,2392.96
O001117,1,bkash,6,2529.27
O001118,1,bkash,5,2666.58
O001119,1,nagad,4,2803.89
O001120,1,nagad,3,2940.20
O001121,1,cash_on_delivery,1,3077.51
O001122,1,credit_card,1,3214.82
O001123,1,bank_transfer,6,3351.13
O001124,1,bkash,5,3488.44
O001125,1,bkash,4,3625.75
O001126,1,bkash,3,3762.06
O001127,1,nagad,2,3899.37
O001128,1,nagad,1,4036.68
O001129,1,cash_on_delivery,1,4173.99
O001130,1,credit_card,5,4310.30
O001131,1,bkash,4,4447.61
O001132,1,bkash,3,4584.92
O001133,1,bkash,2,4721.23
O001134,1,nagad,1,4858.54
O001135,1,nagad,6,4995.85
O001136,1,cash_on_delivery,1,5132.16
O001137,1,cash_on_delivery,1,5269.47
O001138,1,credit_card,3,5406.78
O001139,1,bkash,2,5543.09
O001140,1,bkash,1,5680.40
O001141,1,bkash,6,5817.71
O001142,1,nagad,5,5954.02
O001143,1,nagad,4,6091.33
O001144,1,cash_on_delivery,1,6228.64
O001145,1,credit_card,2,6365.95
O001146,1,bank_transfer,1,6502.26
O001147,1,bkash,6,6639.57
O001148,1,bkash,5,6776.88
O001149,1,bkash,4,6913.19
O001150,1,nagad,3,7050.50
O001151,1,nagad,2,7187.81
O001152,1,cash_on_delivery,1,7324.12
O001153,1,credit_card,6,7461.43
O001154,1,bkash,5,7598.74
O001155,1,bkash,4,7735.05
O001156,1,bkash,3,7872.36
O001157,1,nagad,2,8009.67
O001158,1,nagad,1,8146.98
O001159,1,cash_on_delivery,1,8283.29
O001160,1,cash_on_delivery,1,8420.60
O001161,1,credit_card,4,8557.91
O001162,1,bkash,3,8694.22
O001163,1,bkash,2,8831.53
O001164,1,bkash,1,8968.84
O001165,1,nagad,6,9105.15
O001166,1,nagad,5,9242.46
O001167,1,cash_on_delivery,1,9379.77
O001168,1,cash_on_delivery,1,1516.08
O001169,1,bank_transfer,2,1653.39
O001170,1,bkash,1,1790.70
O001171,1,bkash,6,1927.01
O001172,1,bkash,5,2064.32
O001173,1,nagad,4,2201.63
O001174,1,nagad,3,2338.94
O001175,1,cash_on_delivery,1,2475.25
O001176,1,credit_card,1,2612.56
O001177,1,bkash,6,2749.87
O001178,1,bkash,5,2886.18
O001179,1,bkash,4,3023.49
O001180,1,nagad,3,3160.80
O001181,1,nagad,2,3297.11
O001182,1,cash_on_delivery,1,3434.42
O001183,1,cash_on_delivery,1,3571.73
O001184,1,credit_card,5,3708.04
O001185,1,bkash,4,3845.35
O001186,1,bkash,3,3982.66
O001187,1,bkash,2,4119.97
O001188,1,nagad,1,4256.28
O001189,1,nagad,6,4393.59
O001190,1,cash_on_delivery,1,4530.90
O001191,1,cash_on_delivery,1,4667.21
O001192,1,bank_transfer,3,4804.52
O001193,1,bkash,2,4941.83
O001194,1,bkash,1,5078.14
O001195,1,bkash,6,5215.45
O001196,1,nagad,5,5352.76
O001197,1,nagad,4,5489.07
O001198,1,cash_on_delivery,1,5626.38
O001199,1,credit_card,2,5763.69
O001200,1,bkash,1,5900.00
O001201,1,bkash,6,6037.31
O001202,1,bkash,5,6174.62
O001203,1,bkash,4,6311.93
O001204,1,nagad,3,6448.24
O001205,1,cash_on_delivery,1,6585.55
O001206,1,cash_on_delivery,1,6722.86
O001207,1,credit_card,6,6859.17
O001208,1,bkash,5,6996.48
O001209,1,bkash,4,7133.79
O001210,1,bkash,3,7270.10
O001211,1,nagad,2,7407.41
O001212,1,nagad,1,7544.72
O001213,1,cash_on_delivery,1,7681.03
O001214,1,cash_on_delivery,1,7818.34
O001215,1,bank_transfer,4,7955.65
O001216,1,bkash,3,8092.96
O001217,1,bkash,2,8229.27
O001218,1,bkash,1,8366.58
O001219,1,nagad,6,8503.89
O001220,1,nagad,5,8640.20
O001221,1,cash_on_delivery,1,8777.51
O001222,1,credit_card,3,8914.82
O001223,1,bank_transfer,2,9051.13
O001224,1,bkash,1,9188.44
O001225,1,bkash,6,9325.75
O001226,1,bkash,5,9462.06
O001227,1,nagad,4,1599.37
O001228,1,nagad,3,1736.68
O001229,1,cash_on_delivery,1,1873.99
O001230,1,credit_card,1,2010.30
O001231,1,bkash,6,2147.61
O001232,1,bkash,5,2284.92
O001233,1,bkash,4,2421.23
O001234,1,nagad,3,2558.54
O001235,1,nagad,2,2695.85
O001236,1,cash_on_delivery,1,2832.16
O001237,1,cash_on_delivery,1,2969.47
O001238,1,credit_card,5,3106.78
O001239,1,bkash,4,3243.09
O001240,1,bkash,3,3380.40
O001241,1,bkash,2,3517.71
O001242,1,nagad,1,3654.02
O001243,1,nagad,6,3791.33
O001244,1,cash_on_delivery,1,3928.64
O001245,1,credit_card,4,4065.95
O001246,1,bank_transfer,3,4202.26
O001247,1,bkash,2,4339.57
O001248,1,bkash,1,4476.88
O001249,1,bkash,6,4613.19
O001250,1,nagad,5,4750.50
O001251,1,nagad,4,4887.81
O001252,1,cash_on_delivery,1,5024.12
O001253,1,credit_card,2,5161.43
O001254,1,bkash,1,5298.74
O001255,1,bkash,6,5435.05
O001256,1,bkash,5,5572.36
O001257,1,nagad,4,5709.67
O001258,1,nagad,3,5846.98
O001259,1,cash_on_delivery,1,5983.29
O001260,1,cash_on_delivery,1,6120.60
O001261,1,credit_card,6,6257.91
O001262,1,bkash,5,6394.22
O001263,1,bkash,4,6531.53
O001264,1,bkash,3,6668.84
O001265,1,nagad,2,6805.15
O001266,1,nagad,1,6942.46
O001267,1,cash_on_delivery,1,7079.77
O001268,1,cash_on_delivery,1,7216.08
O001269,1,bank_transfer,4,7353.39
O001270,1,bkash,3,7490.70
O001271,1,bkash,2,7627.01
O001272,1,bkash,1,7764.32
O001273,1,nagad,6,7901.63
O001274,1,nagad,5,8038.94
O001275,1,cash_on_delivery,1,8175.25
O001276,1,credit_card,3,8312.56
O001277,1,bkash,2,8449.87
O001278,1,bkash,1,8586.18
O001279,1,bkash,6,8723.49
O001280,1,nagad,5,8860.80
O001281,1,nagad,4,8997.11
O001282,1,cash_on_delivery,1,9134.42
O001283,1,cash_on_delivery,1,9271.73
O001284,1,credit_card,1,9408.04
O001285,1,bkash,6,1545.35
O001286,1,bkash,5,1682.66
O001287,1,bkash,4,1819.97
O001288,1,nagad,3,1956.28
O001289,1,nagad,2,2093.59
O001290,1,cash_on_delivery,1,2230.90
O001291,1,cash_on_delivery,1,2367.21
O001292,1,bank_transfer,5,2504.52
O001293,1,bkash,4,2641.83
O001294,1,bkash,3,2778.14
O001295,1,bkash,2,2915.45
O001296,1,nagad,1,3052.76
O001297,1,nagad,6,3189.07
O001298,1,cash_on_delivery,1,3326.38
O001299,1,credit_card,4,3463.69
O001300,1,bkash,3,3600.00
O001301,1,bkash,2,3737.31
O001302,1,bkash,1,3874.62
O001303,1,bkash,6,4011.93
O001304,1,nagad,5,4148.24
O001305,1,cash_on_delivery,1,4285.55
O001306,1,cash_on_delivery,1,4422.86
O001307,1,credit_card,2,4559.17
O001308,1,bkash,1,4696.48
O001309,1,bkash,6,4833.79
O001310,1,bkash,5,4970.10
O001311,1,nagad,4,5107.41
O001312,1,nagad,3,5244.72
O001313,1,cash_on_delivery,1,5381.03
O001314,1,cash_on_delivery,1,5518.34
O001315,1,bank_transfer,6,5655.65
O001316,1,bkash,5,5792.96
O001317,1,bkash,4,5929.27
O001318,1,bkash,3,6066.58
O001319,1,nagad,2,6203.89
O001320,1,nagad,1,6340.20
O001321,1,cash_on_delivery,1,6477.51
O001322,1,credit_card,5,6614.82
O001323,1,bank_transfer,4,6751.13
O001324,1,bkash,3,6888.44
O001325,1,bkash,2,7025.75
O001326,1,bkash,1,7162.06
O001327,1,nagad,6,7299.37
O001328,1,nagad,5,7436.68
O001329,1,cash_on_delivery,1,7573.99
O001330,1,credit_card,3,7710.30
O001331,1,bkash,2,7847.61
O001332,1,bkash,1,7984.92
O001333,1,bkash,6,8121.23
O001334,1,nagad,5,8258.54
O001335,1,nagad,4,8395.85
O001336,1,cash_on_delivery,1,8532.16
O001337,1,cash_on_delivery,1,8669.47
O001338,1,credit_card,1,8806.78
O001339,1,bkash,6,8943.09
O001340,1,bkash,5,9080.40
O001341,1,bkash,4,9217.71
O001342,1,nagad,3,9354.02
O001343,1,nagad,2,9491.33
O001344,1,cash_on_delivery,1,1628.64
O001345,1,credit_card,6,1765.95
O001346,1,bank_transfer,5,1902.26
O001347,1,bkash,4,2039.57
O001348,1,bkash,3,2176.88
O001349,1,bkash,2,2313.19
O001350,1,nagad,1,2450.50
O001351,1,nagad,6,2587.81
O001352,1,cash_on_delivery,1,2724.12
O001353,1,credit_card,4,2861.43
O001354,1,bkash,3,2998.74
O001355,1,bkash,2,3135.05
O001356,1,bkash,1,3272.36
O001357,1,nagad,6,3409.67
O001358,1,nagad,5,3546.98
O001359,1,cash_on_delivery,1,3683.29
O001360,1,cash_on_delivery,1,3820.60
O001361,1,credit_card,2,3957.91
O001362,1,bkash,1,4094.22
O001363,1,bkash,6,4231.53
O001364,1,bkash,5,4368.84
O001365,1,nagad,4,4505.15
O001366,1,nagad,3,4642.46
O001367,1,cash_on_delivery,1,4779.77
O001368,1,cash_on_delivery,1,4916.08
O001369,1,bank_transfer,6,5053.39
O001370,1,bkash,5,5190.70
O001371,1,bkash,4,5327.01
O001372,1,bkash,3,5464.32
O001373,1,nagad,2,5601.63
O001374,1,nagad,1,5738.94
O001375,1,cash_on_delivery,1,5875.25
O001376,1,credit_card,5,6012.56
O001377,1,bkash,4,6149.87
O001378,1,bkash,3,6286.18
O001379,1,bkash,2,6423.49
O001380,1,nagad,1,6560.80
O001381,1,nagad,6,6697.11
O001382,1,cash_on_delivery,1,6834.42
O001383,1,cash_on_delivery,1,6971.73
O001384,1,credit_card,3,7108.04
O001385,1,bkash,2,7245.35
O001386,1,bkash,1,7382.66
O001387,1,bkash,6,7519.97
O001388,1,nagad,5,7656.28
O001389,1,nagad,4,7793.59
O001390,1,cash_on_delivery,1,7930.90
O001391,1,cash_on_delivery,1,8067.21
O001392,1,bank_transfer,1,8204.52
O001393,1,bkash,6,8341.83
O001394,1,bkash,5,8478.14
O001395,1,bkash,4,8615.45
O001396,1,nagad,3,8752.76
O001397,1,nagad,2,8889.07
O001398,1,cash_on_delivery,1,9026.38
O001399,1,credit_card,6,9163.69
O001400,1,bkash,5,9300.00
O001401,1,bkash,4,9437.31
O001402,1,bkash,3,1574.62
O001403,1,bkash,2,1711.93
O001404,1,nagad,1,1848.24
O001405,1,cash_on_delivery,1,1985.55
O001406,1,cash_on_delivery,1,2122.86
O001407,1,credit_card,4,2259.17
O001408,1,bkash,3,2396.48
O001409,1,bkash,2,2533.79
O001410,1,bkash,1,2670.10
O001411,1,nagad,6,2807.41
O001412,1,nagad,5,2944.72
O001413,1,cash_on_delivery,1,3081.03
O001414,1,cash_on_delivery,1,3218.34
O001415,1,bank_transfer,2,3355.65
O001416,1,bkash,1,3492.96
O001417,1,bkash,6,3629.27
O001418,1,bkash,5,3766.58
O001419,1,nagad,4,3903.89
O001420,1,nagad,3,4040.20
O001421,1,cash_on_delivery,1,4177.51
O001422,1,credit_card,1,4314.82
O001423,1,bank_transfer,6,4451.13
O001424,1,bkash,5,4588.44
O001425,1,bkash,4,4725.75
O001426,1,bkash,3,4862.06
O001427,1,nagad,2,4999.37
O001428,1,nagad,1,5136.68
O001429,1,cash_on_delivery,1,5273.99
O001430,1,credit_card,5,5410.30
O001431,1,bkash,4,5547.61
O001432,1,bkash,3,5684.92
O001433,1,bkash,2,5821.23
O001434,1,nagad,1,5958.54
O001435,1,nagad,6,6095.85
O001436,1,cash_on_delivery,1,6232.16
O001437,1,cash_on_delivery,1,6369.47
O001438,1,credit_card,3,6506.78
O001439,1,bkash,2,6643.09
O001440,1,bkash,1,6780.40
O001441,1,bkash,6,6917.71
O001442,1,nagad,5,7054.02
O001443,1,nagad,4,7191.33
O001444,1,cash_on_delivery,1,7328.64
O001445,1,credit_card,2,7465.95
O001446,1,bank_transfer,1,7602.26
O001447,1,bkash,6,7739.57
O001448,1,bkash,5,7876.88
O001449,1,bkash,4,8013.19
O001450,1,nagad,3,8150.50
O001451,1,nagad,2,8287.81
O001452,1,cash_on_delivery,1,8424.12
O001453,1,credit_card,6,8561.43
O001454,1,bkash,5,8698.74
O001455,1,bkash,4,8835.05
O001456,1,bkash,3,8972.36
O001457,1,nagad,2,9109.67
O001458,1,nagad,1,9246.98
O001459,1,cash_on_delivery,1,9383.29
O001460,1,cash_on_delivery,1,1520.60
O001461,1,credit_card,4,1657.91
O001462,1,bkash,3,1794.22
O001463,1,bkash,2,1931.53
O001464,1,bkash,1,2068.84
O001465,1,nagad,6,2205.15
O001466,1,nagad,5,2342.46
O001467,1,cash_on_delivery,1,2479.77
O001468,1,cash_on_delivery,1,2616.08
O001469,1,bank_transfer,2,2753.39
O001470,1,bkash,1,2890.70
O001471,1,bkash,6,3027.01
O001472,1,bkash,5,3164.32
O001473,1,nagad,4,3301.63
O001474,1,nagad,3,3438.94
O001475,1,cash_on_delivery,1,3575.25
O001476,1,credit_card,1,3712.56
O001477,1,bkash,6,3849.87
O001478,1,bkash,5,3986.18
O001479,1,bkash,4,4123.49
O001480,1,nagad,3,4260.80
O001481,1,nagad,2,4397.11
O001482,1,cash_on_delivery,1,4534.42
O001483,1,cash_on_delivery,1,4671.73
O001484,1,credit_card,5,4808.04
O001485,1,bkash,4,4945.35
O001486,1,bkash,3,5082.66
O001487,1,bkash,2,5219.97
O001488,1,nagad,1,5356.28
O001489,1,nagad,6,5493.59
O001490,1,cash_on_delivery,1,5630.90
O001491,1,cash_on_delivery,1,5767.21
O001492,1,bank_transfer,3,5904.52
O001493,1,bkash,2,6041.83
O001494,1,bkash,1,6178.14
O001495,1,bkash,6,6315.45
O001496,1,nagad,5,6452.76
O001497,1,nagad,4,6589.07
O001498,1,cash_on_delivery,1,6726.38
O001499,1,credit_card,2,6863.69
O001500,1,bkash,1,7000.00
O001501,1,bkash,6,7137.31
O001502,1,bkash,5,7274.62
O001503,1,bkash,4,7411.93
O001504,1,nagad,3,7548.24
O001505,1,cash_on_delivery,1,7685.55
O001506,1,cash_on_delivery,1,7822.86
O001507,1,credit_card,6,7959.17
O001508,1,bkash,5,8096.48
O001509,1,bkash,4,8233.79
O001510,1,bkash,3,8370.10
O001511,1,nagad,2,8507.41
O001512,1,nagad,1,8644.72
O001513,1,cash_on_delivery,1,8781.03
O001514,1,cash_on_delivery,1,8918.34
O001515,1,bank_transfer,4,9055.65
O001516,1,bkash,3,9192.96
O001517,1,bkash,2,9329.27
O001518,1,bkash,1,9466.58
O001519,1,nagad,6,1603.89
O001520,1,nagad,5,1740.20
O001521,1,cash_on_delivery,1,1877.51
O001522,1,credit_card,3,2014.82
O001523,1,bank_transfer,2,2151.13
O001524,1,bkash,1,2288.44
O001525,1,bkash,6,2425.75
O001526,1,bkash,5,2562.06
O001527,1,nagad,4,2699.37
O001528,1,nagad,3,2836.68
